series,horizon,error
United States,7,-1.0077504888753648
United States,7,0.024576671429448638
United States,7,0.14350945378407864
United States,7,0.24835881240202262
United States,7,0.32169507851480894
United States,7,-0.0006350464273552348
United States,7,-0.264192007475625
United States,7,-0.0073939574915105055
United States,7,0.7276067541340812
United States,7,0.8326980766360332
United States,7,0.6856916559802109
United States,7,0.3631382073795457
United States,7,0.9858968918959512
United States,7,0.7873682250036769
United States,7,0.9668721522974906
United States,14,0.31621171575103446
United States,14,0.1705032895792229
United States,14,0.41301510359706306
United States,14,0.26696158549805915
United States,14,0.04329409356410352
United States,14,0.012681019361329149
United States,14,0.036935073079234826
United States,14,0.30144466936481606
United States,14,0.238800050746951
United States,14,0.3483669509869358
United States,14,0.21575215935617464
United States,14,0.33403870835094196
United States,14,0.23566770435451367
United States,14,0.36378394717818274
United States,14,0.599579176417194
United States,14,0.5019406197258363
United States,14,0.8177184392554153
United States,14,0.9422902707004663
United States,14,1.0123554758910434
United States,14,0.9572972437514604
United States,14,1.276575427585044
United States,14,0.9842179941235472
United States,14,0.7873251134725532
United States,14,1.2542728547645972
United States,14,0.9927953640412408
United States,14,1.0617915048286015
United States,14,1.2625974056108138
United States,14,1.3763015249464807
United States,14,0.6384244819622182
United States,14,0.5496119646810147
United States,14,0.500383648547194
United States,14,0.5164298004281545
United States,14,0.5720626761756407
United States,14,0.3073420995634173
United States,14,-0.023739256833913203
United States,14,0.5055175308520141
United States,14,0.5295243955330982
United States,14,0.716893947485465
United States,14,0.7248729462357915
United States,14,0.8290988329989357
United States,14,0.5306653490967008
United States,14,0.09426117550442825
United States,14,0.11770852729612002
United States,14,0.2624613380656733
United States,14,0.5352391003138237
United States,14,0.26469714983144854
United States,14,-0.29401173952475723
United States,14,0.09727278777988779
United States,14,0.0833708678479983
United States,14,0.18844433256863802
United States,14,0.41781262189327784
United States,14,0.5349902072671773
United States,14,0.06291700230399577
United States,14,-0.42337584929007654
United States,14,-0.08505989561170679
United States,14,-0.21692967264738172
United States,14,0.5437977443168895
United States,14,0.09472570241322753
United States,14,-0.7003136234582676
United States,14,-0.13828223440822907
United States,14,-0.16003839221650296
United States,14,-0.045505102250241514
United States,14,0.08762238623024121
United States,14,0.14864651750209745
United States,14,-0.4316516977051519
United States,14,-0.9912003576728585
United States,14,-0.49592711831548186
United States,14,-0.4059937525152879
United States,14,-0.351004153177775
United States,14,-0.17873484770803483
United States,14,-0.3804224627606452
United States,14,-0.055535009379431344
United States,14,0.08231788325090683
United States,14,0.17248426422826135
United States,14,0.34565178162642596
United States,14,0.3759595217818923
United States,14,-0.15126403907147257
United States,14,-0.5661376493261763
United States,14,0.11486435146331608
United States,14,0.24333789358649938
United States,14,0.34015292944974895
United States,14,0.5969855682501777
United States,14,0.428383400167915
United States,14,-0.1405203077077246
United States,14,0.33198831271154106
United States,14,0.1542119482287596
United States,14,0.2505819831857039
United States,14,0.14211002941741135
United States,14,-0.3088646202703593
United States,14,-0.4712522115165303
United States,14,-0.083517110790714
